cell_lat,cell_lon,n_incidents,gi_z,gi_p,hotspot_class
33.74,-118.32,161,-0.46793785962811557,0.06,Not Significant
34.24,-118.37,307,-0.4687127382686851,0.03,Cold Spot
33.87,-118.28,94,-0.4693556904088053,0.08,Not Significant
33.87,-118.29,335,-0.46978270767922486,0.02,Cold Spot
34.27,-118.54,156,-0.47185471193455597,0.04,Cold Spot
34.29,-118.51,233,-0.47244913938485583,0.03,Cold Spot
33.86,-118.3,507,-0.47244913938485583,0.02,Cold Spot
34.05,-118.49,172,-0.4726472818682892,0.05,Not Significant
34.13,-118.27,343,-0.47285485970807645,0.04,Cold Spot
34.26,-118.39,50,-0.47412627397677354,0.02,Cold Spot
34.15,-118.2,12,-0.47415963470102496,0.08,Not Significant
34.13,-118.34,382,-0.47534579378552366,0.03,Cold Spot
34.26,-118.57,104,-0.47584586767228393,0.04,Cold Spot
34.28,-118.49,258,-0.47703472257288365,0.02,Cold Spot
34.07,-118.47,205,-0.4807711236890545,0.03,Cold Spot
34.16,-118.57,132,-0.481195714724983,0.03,Cold Spot
34.29,-118.5,175,-0.48120986775951397,0.02,Cold Spot
34.17,-118.64,191,-0.4814504693465401,0.02,Cold Spot
34.27,-118.59,119,-0.4843376883908539,0.03,Cold Spot
33.94,-118.42,35,-0.48493211584115375,0.03,Cold Spot
34.33,-118.45,32,-0.4853688380495374,0.07,Not Significant
34.22,-118.62,233,-0.48578129791301083,0.01,Cold Spot
33.77,-118.24,35,-0.48603605253456783,0.07,Not Significant
34.28,-118.48,217,-0.4882439259213961,0.01,Cold Spot
34.27,-118.58,346,-0.4897724536507387,0.01,Cold Spot
33.95,-118.45,45,-0.48990589654774475,0.07,Not Significant
33.78,-118.23,132,-0.49003933944475087,0.07,Not Significant
34.27,-118.6,98,-0.49276157454367536,0.02,Cold Spot
33.8,-118.24,94,-0.4948432837369705,0.07,Not Significant
34.16,-118.56,144,-0.49981403165044785,0.01,Cold Spot
34.11,-118.38,134,-0.5003872295489513,0.02,Cold Spot
34.24,-118.29,84,-0.5004721477561369,0.02,Cold Spot
34.14,-118.19,487,-0.5005146068597298,0.01,Cold Spot
34.24,-118.28,43,-0.5019157572782939,0.02,Cold Spot
34.15,-118.62,122,-0.5026941741774961,0.09,Not Significant
34.15,-118.5,176,-0.503316907696858,0.02,Cold Spot
34.27,-118.3,150,-0.5035292032148222,0.01,Cold Spot
34.12,-118.37,100,-0.5053124855657218,0.02,Cold Spot
34.13,-118.33,168,-0.5057370766016505,0.01,Cold Spot
33.76,-118.27,25,-0.505745568422369,0.02,Cold Spot
33.79,-118.23,51,-0.5071700713479091,0.05,Not Significant
34.25,-118.27,259,-0.50752035895255,0.06,Not Significant
34.25,-118.32,85,-0.5079355146321247,0.01,Cold Spot
34.28,-118.53,126,-0.509232876130795,0.01,Cold Spot
34.21,-118.63,168,-0.5094734777178213,0.01,Cold Spot
34.08,-118.45,65,-0.5098556096501569,0.02,Cold Spot
33.72,-118.32,137,-0.5102058972547979,0.04,Cold Spot
34.27,-118.57,71,-0.5104075779968639,0.01,Cold Spot
34.26,-118.33,158,-0.5108831199571038,0.01,Cold Spot
33.87,-118.31,14,-0.5117238102082422,0.12,Not Significant
34.13,-118.45,69,-0.5128135938671254,0.02,Cold Spot
34.16,-118.64,52,-0.5132584035238122,0.07,Not Significant
34.22,-118.35,210,-0.5144742165854236,0.01,Cold Spot
34.29,-118.52,135,-0.5149082429777061,0.01,Cold Spot
34.21,-118.35,381,-0.5182625121615412,0.03,Cold Spot
34.14,-118.48,109,-0.5188144805082482,0.01,Cold Spot
34.04,-118.53,228,-0.5224659634172334,0.01,Cold Spot
34.04,-118.54,271,-0.5226994884869941,0.04,Cold Spot
34.15,-118.51,105,-0.5245040003896901,0.01,Cold Spot
34.13,-118.42,70,-0.5248790558047604,0.01,Cold Spot
34.29,-118.48,2,-0.5249285914256187,0.01,Cold Spot
34.27,-118.56,273,-0.5258909977737233,0.01,Cold Spot
34.15,-118.19,3,-0.5264692503274162,0.05,Not Significant
34.15,-118.52,85,-0.5281554832986753,0.01,Cold Spot
34.13,-118.44,48,-0.5288489819906917,0.01,Cold Spot
34.13,-118.28,127,-0.528911255342628,0.01,Cold Spot
34.28,-118.57,426,-0.5301086020639464,0.01,Cold Spot
33.72,-118.27,43,-0.5315734411378997,0.04,Cold Spot
34.33,-118.42,44,-0.532741066486703,0.03,Cold Spot
34.04,-118.55,253,-0.5336751667657458,0.03,Cold Spot
34.15,-118.63,170,-0.5338308501455862,0.05,Not Significant
34.05,-118.54,172,-0.5341941113652139,0.01,Cold Spot
34.03,-118.53,43,-0.5343423812507763,0.06,Not Significant
34.21,-118.34,107,-0.5350763171843097,0.07,Not Significant
34.31,-118.41,101,-0.5360623119232993,0.01,Cold Spot
34.13,-118.43,53,-0.5363076311885024,0.01,Cold Spot
34.26,-118.27,6,-0.5366109104998799,0.05,Not Significant
34.27,-118.55,170,-0.5373337261919964,0.01,Cold Spot
34.31,-118.48,114,-0.5378361589178451,0.01,Cold Spot
33.93,-118.37,163,-0.5378786180214379,0.13,Not Significant
34.23,-118.62,17,-0.5384390781888635,0.01,Cold Spot
33.77,-118.31,57,-0.5400971061841644,0.04,Cold Spot
34.06,-118.49,50,-0.5408932143765303,0.01,Cold Spot
34.28,-118.55,233,-0.540992285618247,0.01,Cold Spot
34.15,-118.61,111,-0.5411479689980875,0.01,Cold Spot
34.24,-118.27,263,-0.5416817405861117,0.03,Cold Spot
34.22,-118.63,129,-0.5424557093887472,0.01,Cold Spot
34.14,-118.49,116,-0.5431010877633585,0.01,Cold Spot
34.3,-118.51,197,-0.5434407605921012,0.01,Cold Spot
34.22,-118.34,13,-0.546085356187313,0.05,Not Significant
34.14,-118.18,21,-0.5464022830677026,0.03,Cold Spot
34.05,-118.55,61,-0.5465657506165351,0.01,Cold Spot
34.24,-118.36,44,-0.5466747289824234,0.01,Cold Spot
34.19,-118.65,297,-0.5470328007560564,0.01,Cold Spot
34.08,-118.46,93,-0.5472620799154578,0.01,Cold Spot
34.28,-118.56,96,-0.5481537210909078,0.01,Cold Spot
34.24,-118.3,5,-0.5486986129203493,0.01,Cold Spot
34.13,-118.46,44,-0.5499794625454002,0.01,Cold Spot
34.18,-118.65,184,-0.5500219216489931,0.01,Cold Spot
33.73,-118.26,6,-0.5503722092536341,0.04,Cold Spot
34.13,-118.31,2,-0.5514230720675571,0.04,Cold Spot
34.15,-118.53,109,-0.5522722541394142,0.01,Cold Spot
34.07,-118.48,159,-0.5525439924024084,0.01,Cold Spot
34.08,-118.43,71,-0.5541404546974995,0.01,Cold Spot
34.29,-118.49,114,-0.5543952093190566,0.01,Cold Spot
34.28,-118.38,312,-0.5553929982534885,0.02,Cold Spot
34.32,-118.48,242,-0.555678417783196,0.01,Cold Spot
34.04,-118.52,167,-0.5572352515816006,0.01,Cold Spot
34.05,-118.53,246,-0.5576815439371433,0.01,Cold Spot
34.1,-118.39,203,-0.5581174574006965,0.01,Cold Spot
34.27,-118.29,66,-0.5584288241603773,0.01,Cold Spot
34.3,-118.48,142,-0.5599148927861272,0.01,Cold Spot
34.17,-118.65,152,-0.5599467371138218,0.02,Cold Spot
34.15,-118.27,39,-0.5605772548021756,0.08,Not Significant
34.04,-118.56,260,-0.5610309606519962,0.03,Cold Spot
34.15,-118.6,200,-0.5610754416176651,0.01,Cold Spot
34.03,-118.52,228,-0.5616981751370268,0.03,Cold Spot
34.08,-118.47,170,-0.5624765920362291,0.01,Cold Spot
34.05,-118.52,227,-0.5625284864961759,0.01,Cold Spot
33.93,-118.38,306,-0.5633795556393036,0.02,Cold Spot
34.23,-118.35,27,-0.564500475974155,0.01,Cold Spot
34.14,-118.27,301,-0.5650342475621792,0.02,Cold Spot
34.27,-118.61,26,-0.5654345762531976,0.01,Cold Spot
34.28,-118.37,73,-0.5654345762531976,0.02,Cold Spot
34.04,-118.51,85,-0.5657848638578388,0.02,Cold Spot
34.12,-118.38,116,-0.5658591672891262,0.01,Cold Spot
34.04,-118.57,7,-0.5667423166438575,0.08,Not Significant
34.29,-118.56,101,-0.5676141435709641,0.01,Cold Spot
34.31,-118.49,41,-0.5680670406759544,0.01,Cold Spot
34.31,-118.4,15,-0.5685482438500067,0.06,Not Significant
34.28,-118.54,196,-0.5686614681262543,0.01,Cold Spot
34.14,-118.28,31,-0.5688206897647275,0.04,Cold Spot
34.25,-118.38,165,-0.5691709773693685,0.01,Cold Spot
34.19,-118.66,70,-0.5693785552091558,0.01,Cold Spot
34.05,-118.56,188,-0.5709224153925735,0.02,Cold Spot
34.3,-118.5,114,-0.5714283863770551,0.01,Cold Spot
34.15,-118.33,50,-0.5731742642795514,0.02,Cold Spot
34.3,-118.49,60,-0.5733319695214678,0.01,Cold Spot
34.25,-118.62,70,-0.5733744286250606,0.02,Cold Spot
34.21,-118.64,93,-0.5737565605573963,0.01,Cold Spot
34.28,-118.58,193,-0.5739971621444225,0.01,Cold Spot
34.18,-118.66,116,-0.5758264418575478,0.02,Cold Spot
34.2,-118.65,127,-0.5768305996575187,0.01,Cold Spot
33.76,-118.26,6,-0.5773910598249442,0.02,Cold Spot
34.29,-118.58,194,-0.5774080434663814,0.01,Cold Spot
34.15,-118.59,109,-0.5813142809969236,0.01,Cold Spot
34.33,-118.48,13,-0.5818480525849479,0.02,Cold Spot
33.73,-118.33,3,-0.5822483812759662,0.03,Cold Spot
34.27,-118.38,18,-0.5833693016108176,0.01,Cold Spot
34.29,-118.53,65,-0.5844279485937327,0.01,Cold Spot
33.93,-118.42,4,-0.5855696267125626,0.02,Cold Spot
34.14,-118.52,10,-0.5861716024479457,0.01,Cold Spot
34.29,-118.57,80,-0.586579209842437,0.01,Cold Spot
34.32,-118.41,154,-0.5876194578804619,0.02,Cold Spot
34.14,-118.5,120,-0.5877751412603023,0.01,Cold Spot
34.13,-118.32,57,-0.5882032705548635,0.02,Cold Spot
34.33,-118.41,26,-0.5892541333687866,0.02,Cold Spot
34.05,-118.5,61,-0.5901882336478294,0.01,Cold Spot
34.06,-118.54,31,-0.5904996004075102,0.04,Cold Spot
34.15,-118.54,110,-0.5908421038431593,0.01,Cold Spot
34.11,-118.39,60,-0.5908888088571113,0.01,Cold Spot
34.24,-118.62,38,-0.5924385661382504,0.01,Cold Spot
34.32,-118.4,93,-0.5937689513841595,0.02,Cold Spot
34.03,-118.51,72,-0.5940803181438404,0.04,Cold Spot
34.3,-118.57,9,-0.5949754975779231,0.02,Cold Spot
34.13,-118.47,90,-0.5971161440507293,0.01,Cold Spot
34.05,-118.51,97,-0.5972977746605432,0.01,Cold Spot
34.23,-118.63,47,-0.5974742158243623,0.01,Cold Spot
34.24,-118.32,9,-0.5982448485545727,0.02,Cold Spot
34.17,-118.66,24,-0.5985284147107105,0.02,Cold Spot
34.3,-118.52,100,-0.5988753662429264,0.01,Cold Spot
33.72,-118.33,12,-0.5992490063545436,0.05,Not Significant
34.14,-118.6,13,-0.5994625149897532,0.02,Cold Spot
34.29,-118.54,147,-0.5999962865777777,0.01,Cold Spot
34.14,-118.51,91,-0.6022890781717917,0.01,Cold Spot
34.05,-118.57,15,-0.6026117673590973,0.04,Cold Spot
34.29,-118.55,112,-0.6026429040350654,0.01,Cold Spot
34.32,-118.49,203,-0.6027985874149059,0.01,Cold Spot
34.28,-118.59,28,-0.6040129177776613,0.01,Cold Spot
34.2,-118.66,66,-0.6041997378334699,0.02,Cold Spot
34.24,-118.31,1,-0.6050913790089197,0.01,Cold Spot
34.12,-118.39,74,-0.6059900967016351,0.01,Cold Spot
34.28,-118.32,4,-0.6061613484194596,0.03,Cold Spot
34.15,-118.58,55,-0.6063651521167053,0.01,Cold Spot
34.26,-118.62,14,-0.6066387774509703,0.01,Cold Spot
34.22,-118.64,107,-0.6077238434316764,0.01,Cold Spot
34.27,-118.28,3,-0.6093372893682047,0.02,Cold Spot
34.28,-118.31,2,-0.6113389328232961,0.02,Cold Spot
34.33,-118.49,119,-0.6116058186173082,0.01,Cold Spot
34.14,-118.59,11,-0.6118727044113206,0.02,Cold Spot
34.14,-118.53,98,-0.6126066403448541,0.01,Cold Spot
34.08,-118.48,58,-0.6127340176556327,0.01,Cold Spot
34.25,-118.37,122,-0.6147550709866524,0.01,Cold Spot
34.32,-118.5,53,-0.6148381021225673,0.01,Cold Spot
33.75,-118.26,9,-0.6158759913215036,0.02,Cold Spot
34.15,-118.28,42,-0.6159797802413972,0.01,Cold Spot
34.15,-118.18,6,-0.616031674701344,0.04,Cold Spot
34.13,-118.49,91,-0.6164987248408655,0.01,Cold Spot
33.78,-118.22,17,-0.6168100916005463,0.03,Cold Spot
34.06,-118.55,165,-0.617043616670307,0.02,Cold Spot
34.07,-118.49,89,-0.6171837317121635,0.01,Cold Spot
34.31,-118.5,67,-0.6181687829155176,0.01,Cold Spot
34.15,-118.57,36,-0.6187717021865361,0.01,Cold Spot
34.27,-118.37,32,-0.6188651122144403,0.01,Cold Spot
34.28,-118.36,72,-0.6201461640256988,0.01,Cold Spot
34.13,-118.48,58,-0.6208267228004299,0.01,Cold Spot
34.18,-118.67,37,-0.6212937729399514,0.03,Cold Spot
34.3,-118.53,12,-0.6217608230794727,0.01,Cold Spot
34.15,-118.56,104,-0.6218202658245027,0.01,Cold Spot
34.23,-118.27,28,-0.6221811682050419,0.06,Not Significant
34.31,-118.52,24,-0.6228817434143239,0.01,Cold Spot
34.26,-118.37,32,-0.6236035481754023,0.01,Cold Spot
34.25,-118.36,74,-0.6239432210041451,0.01,Cold Spot
34.31,-118.51,107,-0.6243996563677683,0.01,Cold Spot
34.15,-118.55,113,-0.6248277856623295,0.01,Cold Spot
34.23,-118.34,11,-0.6254245719517179,0.01,Cold Spot
34.09,-118.46,61,-0.6258963397694163,0.01,Cold Spot
34.25,-118.63,3,-0.6262845372879794,0.01,Cold Spot
34.14,-118.54,8,-0.6271889835899097,0.01,Cold Spot
34.29,-118.59,23,-0.6275522448095374,0.01,Cold Spot
34.13,-118.5,107,-0.6292336253118143,0.01,Cold Spot
34.21,-118.66,34,-0.629754052610138,0.01,Cold Spot
34.3,-118.55,30,-0.6304064401066124,0.01,Cold Spot
34.26,-118.38,8,-0.6309065139933726,0.01,Cold Spot
34.21,-118.65,136,-0.6310084158419954,0.01,Cold Spot
34.3,-118.54,21,-0.6310551208559476,0.01,Cold Spot
34.23,-118.28,7,-0.631221924477205,0.01,Cold Spot
33.94,-118.44,104,-0.6312886459257083,0.01,Cold Spot
34.22,-118.65,69,-0.6316389335303493,0.01,Cold Spot
34.3,-118.58,52,-0.633273609018674,0.01,Cold Spot
34.06,-118.5,49,-0.6346429151095434,0.01,Cold Spot
34.27,-118.34,24,-0.6348248826963698,0.01,Cold Spot
33.76,-118.25,54,-0.6366597225302038,0.01,Cold Spot
34.14,-118.29,124,-0.6368265261514613,0.01,Cold Spot
34.14,-118.55,45,-0.6377339378511029,0.01,Cold Spot
34.09,-118.4,6,-0.6393322872174648,0.01,Cold Spot
34.09,-118.45,60,-0.6394620233673318,0.01,Cold Spot
34.26,-118.34,154,-0.6402663874965077,0.01,Cold Spot
34.33,-118.5,5,-0.64029604147362,0.01,Cold Spot
34.28,-118.6,14,-0.6410966988556566,0.01,Cold Spot
34.27,-118.62,75,-0.6415637489951779,0.01,Cold Spot
34.22,-118.66,15,-0.6421642420317053,0.01,Cold Spot
34.1,-118.45,112,-0.64226432420446,0.01,Cold Spot
34.28,-118.3,53,-0.643665474623024,0.01,Cold Spot
34.09,-118.47,79,-0.6437433163129442,0.01,Cold Spot
34.3,-118.59,13,-0.6438989996927846,0.01,Cold Spot
34.27,-118.35,25,-0.6440157622276651,0.01,Cold Spot
34.14,-118.57,7,-0.6442492872974258,0.01,Cold Spot
34.1,-118.44,36,-0.6444438915222264,0.01,Cold Spot
34.06,-118.51,3,-0.6445995749020668,0.01,Cold Spot
34.25,-118.34,16,-0.6447293110519338,0.01,Cold Spot
34.09,-118.44,46,-0.6447552582819072,0.01,Cold Spot
34.1,-118.43,62,-0.6453426092149416,0.01,Cold Spot
34.1,-118.4,54,-0.6454275274221273,0.01,Cold Spot
33.94,-118.43,20,-0.6455803801950616,0.01,Cold Spot
34.15,-118.29,132,-0.6457672002508702,0.01,Cold Spot
34.1,-118.46,78,-0.6459370366652415,0.01,Cold Spot
34.12,-118.4,65,-0.6461917912867986,0.01,Cold Spot
34.11,-118.46,19,-0.6462767094939844,0.01,Cold Spot
34.14,-118.58,2,-0.6469088783697001,0.01,Cold Spot
34.11,-118.4,44,-0.6469560551514699,0.01,Cold Spot
34.26,-118.35,43,-0.6472957279802127,0.01,Cold Spot
34.07,-118.55,40,-0.6473240340492745,0.01,Cold Spot
34.3,-118.56,23,-0.6474278229691683,0.01,Cold Spot
34.23,-118.65,20,-0.6476354008089554,0.01,Cold Spot
34.24,-118.63,2,-0.6479856884135965,0.01,Cold Spot
34.14,-118.56,112,-0.6480090409205725,0.01,Cold Spot
34.25,-118.35,26,-0.6485695010879983,0.01,Cold Spot
34.13,-118.55,5,-0.6489431411996153,0.01,Cold Spot
34.11,-118.44,78,-0.6490365512275196,0.01,Cold Spot
34.13,-118.51,13,-0.6491533137623999,0.01,Cold Spot
34.12,-118.45,49,-0.6494257596771208,0.01,Cold Spot
34.26,-118.36,79,-0.6494257596771208,0.01,Cold Spot
34.08,-118.49,27,-0.6495036013670409,0.01,Cold Spot
34.08,-118.55,13,-0.6496592847468813,0.02,Cold Spot
34.07,-118.56,56,-0.6496592847468813,0.01,Cold Spot
34.12,-118.41,13,-0.6500131106101551,0.01,Cold Spot
34.14,-118.32,5,-0.6500373729550653,0.01,Cold Spot
34.24,-118.35,9,-0.6500980288173409,0.01,Cold Spot
34.11,-118.43,28,-0.6504377016460836,0.01,Cold Spot
34.12,-118.43,74,-0.6506924562676407,0.01,Cold Spot
34.1,-118.41,23,-0.6540042663478831,0.01,Cold Spot
34.13,-118.52,1,-0.6540573402273742,0.01,Cold Spot
34.15,-118.3,25,-0.6541741027622545,0.01,Cold Spot
34.11,-118.45,53,-0.6541741027622545,0.01,Cold Spot
34.1,-118.47,111,-0.6543297861420949,0.01,Cold Spot
34.16,-118.29,6,-0.6547078743502788,0.01,Cold Spot
34.12,-118.42,19,-0.6553417281110578,0.01,Cold Spot
34.12,-118.46,33,-0.6555327940772256,0.01,Cold Spot
34.12,-118.44,50,-0.6558866199404995,0.01,Cold Spot
34.09,-118.43,43,-0.6559573851131542,0.01,Cold Spot
34.09,-118.48,14,-0.6561272215275256,0.01,Cold Spot
33.93,-118.44,8,-0.6569764035993825,0.01,Cold Spot
34.16,-118.3,21,-0.6572877703590634,0.01,Cold Spot
34.11,-118.42,71,-0.6582218706381061,0.01,Cold Spot
33.93,-118.43,131,-0.6587111612604618,0.01,Cold Spot
34.12,-118.47,44,-0.658844604157468,0.01,Cold Spot
33.72,-118.26,1,-0.6593116542969892,0.01,Cold Spot
34.07,-118.5,23,-0.6594984743527978,0.01,Cold Spot
34.27,-118.36,34,-0.659693786229325,0.01,Cold Spot
33.8,-118.22,14,-0.6607128047155534,0.01,Cold Spot
34.28,-118.35,64,-0.6608996247713619,0.01,Cold Spot
34.28,-118.61,19,-0.6613355382349151,0.01,Cold Spot
34.11,-118.41,33,-0.6615619867874104,0.01,Cold Spot
34.11,-118.47,16,-0.662658846963559,0.01,Cold Spot
34.28,-118.29,16,-0.6627144481706447,0.01,Cold Spot
34.33,-118.51,1,-0.6630480554131601,0.01,Cold Spot
34.12,-118.48,11,-0.6635151055526815,0.01,Cold Spot
34.1,-118.42,91,-0.6640599973821231,0.01,Cold Spot
34.09,-118.42,24,-0.6642793694173528,0.01,Cold Spot
34.24,-118.33,2,-0.6645529947516178,0.01,Cold Spot
34.24,-118.34,68,-0.6647605725914051,0.01,Cold Spot
34.15,-118.31,99,-0.6661098285500223,0.01,Cold Spot
33.92,-118.43,21,-0.6674383267246609,0.01,Cold Spot
34.09,-118.53,66,-0.6678742401882142,0.01,Cold Spot
34.09,-118.41,1,-0.6686007626274696,0.01,Cold Spot
34.15,-118.32,7,-0.6689862643299315,0.01,Cold Spot
34.23,-118.29,88,-0.6691197072269376,0.01,Cold Spot
34.29,-118.29,3,-0.669586757366459,0.01,Cold Spot
34.08,-118.56,45,-0.6730117917229489,0.01,Cold Spot
34.1,-118.48,4,-0.673280699379037,0.01,Cold Spot
34.27,-118.27,30,-0.6733231584826299,0.01,Cold Spot
34.11,-118.48,31,-0.6737902086221512,0.01,Cold Spot
34.23,-118.3,16,-0.6747243089011938,0.01,Cold Spot
34.27,-118.63,1,-0.674724308901194,0.01,Cold Spot
34.08,-118.57,16,-0.674724308901194,0.01,Cold Spot
34.08,-118.5,23,-0.6749578339709545,0.01,Cold Spot
34.08,-118.52,2,-0.6765925094592792,0.01,Cold Spot
34.16,-118.31,3,-0.6767481928391197,0.01,Cold Spot
34.12,-118.51,4,-0.6777134297941306,0.01,Cold Spot
34.09,-118.57,15,-0.6781493432576838,0.01,Cold Spot
34.09,-118.49,2,-0.678375791810179,0.01,Cold Spot
33.75,-118.25,14,-0.6786475300731732,0.01,Cold Spot
34.09,-118.51,41,-0.6797951389874256,0.01,Cold Spot
34.1,-118.49,41,-0.6798618604359288,0.01,Cold Spot
34.23,-118.31,2,-0.6829755280327378,0.01,Cold Spot
34.07,-118.51,1,-0.6844656403826392,0.01,Cold Spot
34.24,-118.64,1,-0.6845323618311422,0.01,Cold Spot
34.09,-118.5,1,-0.6845323618311423,0.01,Cold Spot
34.11,-118.5,4,-0.6874013841167733,0.01,Cold Spot
34.08,-118.51,29,-0.6874514252031507,0.01,Cold Spot
34.11,-118.49,24,-0.6876979238878982,0.01,Cold Spot
34.1,-118.5,3,-0.6878017128077918,0.01,Cold Spot
33.72,-118.25,1,-0.6892962732542601,0.01,Cold Spot
33.73,-118.24,16,-0.6938733646215693,0.01,Cold Spot
33.82,-118.22,1,-0.7004120665748682,0.01,Cold Spot
33.82,-118.23,2,-0.7004120665748682,0.01,Cold Spot
34.07,-118.59,1,,0.01,Not Significant
